행 ID,주문 ID,주문 날짜,배송 날짜,배송 형태,고객 ID,고객 이름,세그먼트,도시,시/도,국가/지역,지역,제품 ID,범주,하위 범주,제품 이름,매출,수량,할인율,수익
10002,IN-2020-81665,2020-09-03,2020-09-08,표준 등급,TC-21475,Tony Chapman,홈 오피스,Invercargill,Southland,New Zealand,오세아니아,OFF-ST-10002074,사무용품,보관함,"Tenex Box, Blue",66,4,0,1.92
10003,IN-2020-81665,2020-09-03,2020-09-08,표준 등급,TC-21475,Tony Chapman,홈 오피스,Invercargill,Southland,New Zealand,오세아니아,OFF-EN-10003838,사무용품,봉투,"Cameo Business Envelopes, Security-Tint",33.9,2,0,2.7
10004,IN-2019-82372,2019-08-19,2019-08-23,표준 등급,CM-12445,Chuck Magee,일반 소비자,Hobart,Tasmania,Australia,오세아니아,FUR-FU-10001393,가구,사무용 집기,"Deflect-O Stacking Tray, Erganomic",23.91,1,0,1.89
10005,IN-2021-83814,2021-06-30,2021-07-03,1등급,GB-14575,Giulietta Baptist,일반 소비자,Mildura,Victoria,Australia,오세아니아,OFF-BI-10001858,사무용품,바인더,"Ibico Binding Machine, Durable",63.504,2,0.4,1.044
10006,IN-2021-83814,2021-06-30,2021-07-03,1등급,GB-14575,Giulietta Baptist,일반 소비자,Mildura,Victoria,Australia,오세아니아,TEC-AC-10002756,기술,액세서리,"SanDisk Keyboard, Bluetooth",293.328,6,0.4,-78.372
10007,IN-2021-83814,2021-06-30,2021-07-03,1등급,GB-14575,Giulietta Baptist,일반 소비자,Mildura,Victoria,Australia,오세아니아,TEC-PH-10004272,기술,전화기,"Nokia Headset, Cordless",182.304,4,0.4,9.024
10008,IN-2018-86103,2018-05-15,2018-05-19,2등급,JM-15580,Jill Matthias,일반 소비자,Whangarei,Northland,New Zealand,오세아니아,FUR-FU-10001843,가구,사무용 집기,"Advantus Door Stop, Durable",84.12,2,0,31.92
10009,IN-2018-86103,2018-05-15,2018-05-19,2등급,JM-15580,Jill Matthias,일반 소비자,Whangarei,Northland,New Zealand,오세아니아,FUR-CH-10001559,가구,의자,"SAFCO Executive Leather Armchair, Black",1836,4,0,238.68
10010,ID-2021-80440,2021-09-16,2021-09-21,표준 등급,RD-19810,Ross DeVincentis,홈 오피스,Auckland,Auckland,New Zealand,오세아니아,OFF-SU-10000697,사무용품,사무용품,"Kleencut Ruler, Serrated",12.312,2,0.4,-2.688
10011,ID-2021-80440,2021-09-16,2021-09-21,표준 등급,RD-19810,Ross DeVincentis,홈 오피스,Auckland,Auckland,New Zealand,오세아니아,TEC-AC-10000115,기술,액세서리,"SanDisk Keyboard, USB",98.028,2,0.4,-19.632
10012,IN-2019-82204,2019-05-25,2019-05-29,표준 등급,JE-15610,Jim Epp,기업,Whangarei,Northland,New Zealand,오세아니아,OFF-AR-10001654,사무용품,미술용품,"Stanley Highlighters, Fluorescent",31.92,2,0,4.44
10013,IN-2021-86810,2021-06-03,2021-06-08,표준 등급,MG-17890,Michael Granlund,홈 오피스,Wellington,Wellington,New Zealand,오세아니아,OFF-PA-10003333,사무용품,용지,"Eaton Note Cards, 8.5 x 11",158.94,6,0,50.76
10014,ID-2021-83625,2021-07-28,2021-07-31,2등급,RS-19420,Ricardo Sperren,기업,Maryborough,Queensland,Australia,오세아니아,FUR-BO-10000008,가구,책장,"Sauder Library with Doors, Traditional",465.156,2,0.4,-255.864
10015,ID-2021-83625,2021-07-28,2021-07-31,2등급,RS-19420,Ricardo Sperren,기업,Maryborough,Queensland,Australia,오세아니아,OFF-EN-10003729,사무용품,봉투,"Kraft Manila Envelope, Recycled",30.348,2,0.4,-4.572
10016,IN-2021-84521,2021-01-12,2021-01-18,표준 등급,JK-15730,Joe Kamberova,일반 소비자,Wollongong,New South Wales,Australia,오세아니아,TEC-PH-10000019,기술,전화기,"Motorola Audio Dock, Full Size",349.32,2,0,83.82
10017,IN-2021-81154,2021-09-19,2021-09-19,당일,NL-18310,Nancy Lomonaco,홈 오피스,Christchurch,Canterbury,New Zealand,오세아니아,OFF-EN-10001733,사무용품,봉투,"Cameo Interoffice Envelope, with clear poly window",50.97,1,0,6.09
10018,IN-2021-81154,2021-09-19,2021-09-19,당일,NL-18310,Nancy Lomonaco,홈 오피스,Christchurch,Canterbury,New Zealand,오세아니아,OFF-ST-10004748,사무용품,보관함,"Smead Lockers, Blue",1190.52,6,0,178.56
10019,IN-2021-81154,2021-09-19,2021-09-19,당일,NL-18310,Nancy Lomonaco,홈 오피스,Christchurch,Canterbury,New Zealand,오세아니아,TEC-CO-10000847,기술,복사기,"Canon Personal Copier, Laser",856.44,6,0,222.66
10020,IN-2021-81154,2021-09-19,2021-09-19,당일,NL-18310,Nancy Lomonaco,홈 오피스,Christchurch,Canterbury,New Zealand,오세아니아,OFF-EN-10000975,사무용품,봉투,"Ames Manila Envelope, Set of 50",148.14,6,0,20.7
10021,IN-2019-82351,2019-06-19,2019-06-22,1등급,KM-16375,Katherine Murray,홈 오피스,Napier,Hawke's Bay,New Zealand,오세아니아,OFF-ST-10002642,사무용품,보관함,"Eldon Lockers, Single Width",395.88,2,0,71.22
10022,IN-2021-81399,2021-10-15,2021-10-21,표준 등급,CS-12490,Cindy Schnelling,기업,Christchurch,Canterbury,New Zealand,오세아니아,OFF-SU-10001891,사무용품,사무용품,"Stiletto Box Cutter, Easy Grip",37.59,1,0,11.25
10023,IN-2020-80755,2020-09-12,2020-09-19,표준 등급,KH-16630,Ken Heidel,기업,Nelson,Nelson,New Zealand,오세아니아,OFF-LA-10004462,사무용품,레이블,"Smead Shipping Labels, Adjustable",5.706,1,0.4,0.846
10024,IN-2018-82666,2018-10-07,2018-10-11,표준 등급,EJ-14155,Eva Jacobs,일반 소비자,Tauranga,Bay of Plenty,New Zealand,오세아니아,OFF-ST-10003578,사무용품,보관함,"Smead Box, Blue",43.08,4,0,12
10025,IN-2018-82666,2018-10-07,2018-10-11,표준 등급,EJ-14155,Eva Jacobs,일반 소비자,Tauranga,Bay of Plenty,New Zealand,오세아니아,OFF-ST-10000003,사무용품,보관함,"Tenex Shelving, Industrial",330.84,6,0,102.42
10026,IN-2018-86782,2018-06-01,2018-06-04,1등급,ME-17320,Maria Etezadi,홈 오피스,Blenheim,Marlborough,New Zealand,오세아니아,OFF-LA-10000438,사무용품,레이블,"Novimex Legal Exhibit Labels, 5000 Label Set",65.16,6,0,32.58
10027,IN-2018-86782,2018-06-01,2018-06-04,1등급,ME-17320,Maria Etezadi,홈 오피스,Blenheim,Marlborough,New Zealand,오세아니아,OFF-BI-10003132,사무용품,바인더,"Cardinal Binding Machine, Clear",98.46,2,0,45.24
10028,IN-2018-86782,2018-06-01,2018-06-04,1등급,ME-17320,Maria Etezadi,홈 오피스,Blenheim,Marlborough,New Zealand,오세아니아,FUR-FU-10001260,가구,사무용 집기,"Rubbermaid Light Bulb, Erganomic",69.84,4,0,2.04
10029,IN-2018-81595,2018-05-04,2018-05-09,표준 등급,AJ-10795,Anthony Johnson,기업,Wollongong,New South Wales,Australia,오세아니아,OFF-ST-10004141,사무용품,보관함,"Rogers Folders, Wire Frame",59.52,2,0,3.54
10030,IN-2018-81595,2018-05-04,2018-05-09,표준 등급,AJ-10795,Anthony Johnson,기업,Wollongong,New South Wales,Australia,오세아니아,OFF-ST-10000806,사무용품,보관함,"Fellowes Shelving, Industrial",116.64,2,0,17.46
10031,IN-2020-83436,2020-12-27,2021-01-01,표준 등급,AG-10330,Alex Grayson,일반 소비자,New Plymouth,Taranaki,New Zealand,오세아니아,TEC-AC-10000264,기술,액세서리,"Memorex Memory Card, Erganomic",400.32,4,0,112.08
10032,IN-2020-83436,2020-12-27,2021-01-01,표준 등급,AG-10330,Alex Grayson,일반 소비자,New Plymouth,Taranaki,New Zealand,오세아니아,TEC-CO-10001445,기술,복사기,"Brother Personal Copier, High-Speed",282.18,2,0,121.32
10033,ID-2019-84927,2019-08-11,2019-08-15,표준 등급,SC-20095,Sanjit Chand,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,OFF-BI-10000787,사무용품,바인더,"Acco Hole Reinforcements, Economy",15.984,4,0.4,-0.816
10034,ID-2019-84927,2019-08-11,2019-08-15,표준 등급,SC-20095,Sanjit Chand,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,OFF-ST-10003393,사무용품,보관함,"Smead Box, Wire Frame",23.616,4,0.4,-10.704
10035,IN-2018-81000,2018-06-22,2018-06-27,2등급,AI-10855,Arianne Irving,일반 소비자,Wellington,Wellington,New Zealand,오세아니아,OFF-AR-10003738,사무용품,미술용품,"Boston Canvas, Fluorescent",109.8,2,0,43.92
10036,ID-2021-86033,2021-12-26,2021-12-30,2등급,BO-11425,Bobby Odegard,일반 소비자,Toowoomba,Queensland,Australia,오세아니아,TEC-CO-10002065,기술,복사기,"HP Fax Machine, High-Speed",178.884,1,0.4,-98.406
10037,ID-2021-86033,2021-12-26,2021-12-30,2등급,BO-11425,Bobby Odegard,일반 소비자,Toowoomba,Queensland,Australia,오세아니아,OFF-EN-10004840,사무용품,봉투,"Jiffy Clasp Envelope, Security-Tint",13.104,2,0.4,-4.416
10038,ID-2021-86033,2021-12-26,2021-12-30,2등급,BO-11425,Bobby Odegard,일반 소비자,Toowoomba,Queensland,Australia,오세아니아,TEC-CO-10002040,기술,복사기,"Hewlett Fax and Copier, High-Speed",229.284,2,0.4,-7.656
10039,ID-2021-86033,2021-12-26,2021-12-30,2등급,BO-11425,Bobby Odegard,일반 소비자,Toowoomba,Queensland,Australia,오세아니아,OFF-LA-10003376,사무용품,레이블,"Hon Shipping Labels, Adjustable",33.372,6,0.4,-17.388
10040,ID-2020-80552,2020-07-13,2020-07-18,표준 등급,AW-10840,Anthony Witt,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,TEC-MA-10001330,기술,사무기기,"Konica Card Printer, Red",206.784,2,0.4,-27.576
10041,ID-2020-80552,2020-07-13,2020-07-18,표준 등급,AW-10840,Anthony Witt,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,FUR-CH-10002362,가구,의자,"Hon Bag Chairs, Red",54.18,2,0.4,2.7
10042,ID-2020-80552,2020-07-13,2020-07-18,표준 등급,AW-10840,Anthony Witt,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,OFF-EN-10000835,사무용품,봉투,"GlobeWeis Clasp Envelope, with clear poly window",48.384,6,0.4,-5.796
10043,IN-2021-82008,2021-06-25,2021-07-02,표준 등급,DC-12850,Dan Campbell,일반 소비자,Porirua,Wellington,New Zealand,오세아니아,FUR-BO-10001452,가구,책장,"Dania Stackable Bookrack, Pine",248.22,2,0,96.78
10044,IN-2021-82008,2021-06-25,2021-07-02,표준 등급,DC-12850,Dan Campbell,일반 소비자,Porirua,Wellington,New Zealand,오세아니아,OFF-FA-10004563,사무용품,잠금장치,"Stockwell Clamps, Assorted Sizes",33.36,2,0,15
10045,IN-2019-81728,2019-06-16,2019-06-19,2등급,MS-17770,Maxwell Schwartz,일반 소비자,Wellington,Wellington,New Zealand,오세아니아,OFF-AR-10004077,사무용품,미술용품,"Binney & Smith Pencil Sharpener, Water Color",26.94,1,0,11.31
10046,IN-2019-81728,2019-06-16,2019-06-19,2등급,MS-17770,Maxwell Schwartz,일반 소비자,Wellington,Wellington,New Zealand,오세아니아,OFF-AR-10001030,사무용품,미술용품,"Sanford Markers, Easy-Erase",47.04,2,0,17.4
10047,IN-2021-84570,2021-09-04,2021-09-06,2등급,SC-20575,Sonia Cooley,일반 소비자,Wellington,Wellington,New Zealand,오세아니아,OFF-BI-10004809,사무용품,바인더,"Acco Binder Covers, Economy",26.64,2,0,3.96
10048,IN-2021-84570,2021-09-04,2021-09-06,2등급,SC-20575,Sonia Cooley,일반 소비자,Wellington,Wellington,New Zealand,오세아니아,FUR-FU-10000955,가구,사무용 집기,"Advantus Stacking Tray, Durable",26.37,1,0,9.75
10049,ID-2021-85032,2021-08-03,2021-08-03,당일,VG-21790,Vivek Gonzalez,일반 소비자,Cairns,Queensland,Australia,오세아니아,OFF-AR-10001030,사무용품,미술용품,"Sanford Markers, Easy-Erase",14.112,1,0.4,-0.708
10050,ID-2021-85032,2021-08-03,2021-08-03,당일,VG-21790,Vivek Gonzalez,일반 소비자,Cairns,Queensland,Australia,오세아니아,TEC-PH-10002590,기술,전화기,"Motorola Audio Dock, Cordless",211.464,2,0.4,-66.996
10051,ID-2021-85032,2021-08-03,2021-08-03,당일,VG-21790,Vivek Gonzalez,일반 소비자,Cairns,Queensland,Australia,오세아니아,OFF-EN-10001823,사무용품,봉투,"Cameo Mailers, Recycled",44.352,2,0.4,-0.048
10052,ID-2021-86719,2021-11-21,2021-11-23,1등급,JB-16045,Julia Barnett,홈 오피스,Auckland,Auckland,New Zealand,오세아니아,OFF-EN-10003520,사무용품,봉투,"Kraft Mailers, Recycled",87.48,4,0.4,-39.48
10053,ID-2021-86719,2021-11-21,2021-11-23,1등급,JB-16045,Julia Barnett,홈 오피스,Auckland,Auckland,New Zealand,오세아니아,OFF-SU-10003688,사무용품,사무용품,"Acme Shears, High Speed",179.712,6,0.4,-15.048
10054,IN-2021-84304,2021-10-22,2021-10-26,표준 등급,TN-21040,Tanja Norvell,홈 오피스,Christchurch,Canterbury,New Zealand,오세아니아,OFF-EN-10004507,사무용품,봉투,"GlobeWeis Mailers, Set of 50",154.2,4,0,66.24
10055,IN-2018-82246,2018-08-12,2018-08-14,1등급,TP-21415,Tom Prescott,일반 소비자,Hamilton,Waikato,New Zealand,오세아니아,OFF-PA-10004498,사무용품,용지,"Enermax Memo Slips, Multicolor",68.28,4,0,23.16
10056,ID-2019-85522,2019-01-12,2019-01-15,1등급,LW-17215,Luke Weiss,일반 소비자,Geelong,Victoria,Australia,오세아니아,FUR-CH-10003702,가구,의자,"Office Star Rocking Chair, Adjustable",688.32,8,0.4,-436.08
10057,ID-2019-85522,2019-01-12,2019-01-15,1등급,LW-17215,Luke Weiss,일반 소비자,Geelong,Victoria,Australia,오세아니아,TEC-AC-10003704,기술,액세서리,"Memorex Flash Drive, Erganomic",16.326,1,0.4,-3.564
10058,ID-2019-85522,2019-01-12,2019-01-15,1등급,LW-17215,Luke Weiss,일반 소비자,Geelong,Victoria,Australia,오세아니아,OFF-BI-10003181,사무용품,바인더,"Ibico Binder Covers, Recycled",16.812,2,0.4,-10.128
10059,ID-2019-85522,2019-01-12,2019-01-15,1등급,LW-17215,Luke Weiss,일반 소비자,Geelong,Victoria,Australia,오세아니아,FUR-FU-10002804,가구,사무용 집기,"Advantus Clock, Duo Pack",123.48,4,0.4,-51.48
10060,IN-2019-83380,2019-08-28,2019-09-02,표준 등급,CS-12175,Charles Sheldon,기업,Hobart,Tasmania,Australia,오세아니아,TEC-PH-10001087,기술,전화기,"Apple Signal Booster, Cordless",558,4,0,44.64
10061,IN-2019-83380,2019-08-28,2019-09-02,표준 등급,CS-12175,Charles Sheldon,기업,Hobart,Tasmania,Australia,오세아니아,OFF-BI-10003985,사무용품,바인더,"Cardinal Index Tab, Economy",17.52,2,0,6.3
10062,IN-2018-80461,2018-08-06,2018-08-08,2등급,NP-18325,Naresj Patel,일반 소비자,Rotorua,Bay of Plenty,New Zealand,오세아니아,TEC-AC-10001611,기술,액세서리,"Memorex Numeric Keypad, Bluetooth",90.84,2,0,25.38
10063,ID-2019-82428,2019-05-09,2019-05-15,표준 등급,KM-16225,Kalyca Meade,기업,Brisbane,Queensland,Australia,오세아니아,OFF-ST-10000884,사무용품,보관함,"Smead Folders, Blue",83.952,8,0.4,-11.328
10064,ID-2019-82428,2019-05-09,2019-05-15,표준 등급,KM-16225,Kalyca Meade,기업,Brisbane,Queensland,Australia,오세아니아,TEC-PH-10000342,기술,전화기,"삼성 Office Telephone, Full Size",239.436,6,0.4,-127.764
10065,IN-2019-82918,2019-11-14,2019-11-19,표준 등급,BS-11755,Bruce Stewart,일반 소비자,Hastings,Hawke's Bay,New Zealand,오세아니아,FUR-BO-10000712,가구,책장,"Bush Corner Shelving, Pine",250.68,2,0,112.8
10066,IN-2019-82918,2019-11-14,2019-11-19,표준 등급,BS-11755,Bruce Stewart,일반 소비자,Hastings,Hawke's Bay,New Zealand,오세아니아,FUR-TA-10000971,가구,테이블,"Bevis Training Table, Rectangular",1995.3,6,0,638.46
10067,IN-2019-82918,2019-11-14,2019-11-19,표준 등급,BS-11755,Bruce Stewart,일반 소비자,Hastings,Hawke's Bay,New Zealand,오세아니아,OFF-AR-10003806,사무용품,미술용품,"Stanley Sketch Pad, Water Color",95.22,2,0,16.14
10068,IN-2019-82918,2019-11-14,2019-11-19,표준 등급,BS-11755,Bruce Stewart,일반 소비자,Hastings,Hawke's Bay,New Zealand,오세아니아,OFF-LA-10002037,사무용품,레이블,"Avery Shipping Labels, 5000 Label Set",24.48,2,0,8.76
10069,IN-2019-82918,2019-11-14,2019-11-19,표준 등급,BS-11755,Bruce Stewart,일반 소비자,Hastings,Hawke's Bay,New Zealand,오세아니아,FUR-CH-10002316,가구,의자,"Harbour Creations Bag Chairs, Red",123.24,2,0,46.8
10070,IN-2019-82918,2019-11-14,2019-11-19,표준 등급,BS-11755,Bruce Stewart,일반 소비자,Hastings,Hawke's Bay,New Zealand,오세아니아,FUR-FU-10001893,가구,사무용 집기,"Deflect-O Photo Frame, Durable",97.86,2,0,37.14
10071,ID-2021-85375,2021-06-27,2021-07-03,표준 등급,DB-13405,Denny Blanton,일반 소비자,Rockhampton,Queensland,Australia,오세아니아,OFF-SU-10000452,사무용품,사무용품,"Fiskars Letter Opener, Steel",147.78,10,0.4,-73.92
10072,IN-2019-80027,2019-02-05,2019-02-08,1등급,EB-13975,Erica Bern,기업,Auckland,Auckland,New Zealand,오세아니아,TEC-AC-10000588,기술,액세서리,"SanDisk Flash Drive, Bluetooth",94.896,4,0.4,7.896
10073,IN-2021-82470,2021-12-11,2021-12-16,표준 등급,RB-19360,Raymond Buch,일반 소비자,Hastings,Hawke's Bay,New Zealand,오세아니아,TEC-AC-10004196,기술,액세서리,"Belkin Memory Card, USB",230.04,2,0,6.9
10074,IN-2018-83940,2018-04-17,2018-04-24,표준 등급,AY-10555,Andy Yotov,기업,Nowra,New South Wales,Australia,오세아니아,OFF-PA-10000758,사무용품,용지,"SanDisk Computer Printout Paper, 8.5 x 11",67.86,2,0,0
10075,ID-2019-82393,2019-04-21,2019-04-23,2등급,CL-12700,Craig Leslie,홈 오피스,Auckland,Auckland,New Zealand,오세아니아,FUR-CH-10004199,가구,의자,"SAFCO Executive Leather Armchair, Adjustable",556.704,2,0.4,-306.216
10076,ID-2019-82393,2019-04-21,2019-04-23,2등급,CL-12700,Craig Leslie,홈 오피스,Auckland,Auckland,New Zealand,오세아니아,FUR-FU-10001601,가구,사무용 집기,"Rubbermaid Frame, Erganomic",130.212,2,0.4,-21.708
10077,IN-2021-85760,2021-11-13,2021-11-17,2등급,JD-16015,Joy Daniels,일반 소비자,Palmerston North,Manawatu-Wanganui,New Zealand,오세아니아,FUR-CH-10003948,가구,의자,"Harbour Creations Swivel Stool, Set of Two",1458.96,8,0,495.84
10078,IN-2021-81322,2021-12-08,2021-12-12,2등급,JM-15535,Jessica Myrick,일반 소비자,Brisbane,Queensland,Australia,오세아니아,OFF-SU-10003780,사무용품,사무용품,"Elite Ruler, High Speed",33.12,4,0.4,2.16
10079,ID-2019-85053,2019-11-22,2019-11-24,2등급,TS-21505,Tony Sayre,일반 소비자,Traralgon,Victoria,Australia,오세아니아,TEC-AC-10001974,기술,액세서리,"Logitech Memory Card, Bluetooth",124.056,2,0.4,-53.784
10080,ID-2019-85053,2019-11-22,2019-11-24,2등급,TS-21505,Tony Sayre,일반 소비자,Traralgon,Victoria,Australia,오세아니아,OFF-BI-10003452,사무용품,바인더,"Acco Binding Machine, Economy",122.616,4,0.4,-59.304
10081,ID-2019-85053,2019-11-22,2019-11-24,2등급,TS-21505,Tony Sayre,일반 소비자,Traralgon,Victoria,Australia,오세아니아,TEC-CO-10001831,기술,복사기,"Sharp Wireless Fax, High-Speed",424.944,2,0.4,-84.996
10082,ID-2019-85053,2019-11-22,2019-11-24,2등급,TS-21505,Tony Sayre,일반 소비자,Traralgon,Victoria,Australia,오세아니아,TEC-MA-10000172,기술,사무기기,"StarTech Inkjet, Wireless",724.248,4,0.4,72.408
10083,ID-2019-85053,2019-11-22,2019-11-24,2등급,TS-21505,Tony Sayre,일반 소비자,Traralgon,Victoria,Australia,오세아니아,OFF-BI-10004795,사무용품,바인더,"Avery Binding Machine, Clear",57.96,2,0.4,-28.98
10084,ID-2019-85053,2019-11-22,2019-11-24,2등급,TS-21505,Tony Sayre,일반 소비자,Traralgon,Victoria,Australia,오세아니아,TEC-PH-10000298,기술,전화기,"Nokia Speaker Phone, Cordless",453.6,6,0.4,-143.64
10085,ID-2019-85053,2019-11-22,2019-11-24,2등급,TS-21505,Tony Sayre,일반 소비자,Traralgon,Victoria,Australia,오세아니아,OFF-EN-10000096,사무용품,봉투,"Jiffy Clasp Envelope, with clear poly window",14.472,2,0.4,-1.488
10086,IN-2020-86222,2020-10-10,2020-10-13,2등급,LS-17200,Luke Schmidt,기업,Port Macquarie,New South Wales,Australia,오세아니아,TEC-CO-10003017,기술,복사기,"Sharp Ink, Laser",248.82,2,0,4.92
10087,IN-2020-86222,2020-10-10,2020-10-13,2등급,LS-17200,Luke Schmidt,기업,Port Macquarie,New South Wales,Australia,오세아니아,OFF-ST-10000378,사무용품,보관함,"Tenex Box, Wire Frame",62.28,4,0,21.72
10088,IN-2021-83947,2021-01-01,2021-01-06,표준 등급,MG-17695,Maureen Gnade,일반 소비자,Toowoomba,Queensland,Australia,오세아니아,TEC-PH-10003400,기술,전화기,"Motorola Signal Booster, VoIP",85.932,1,0.4,11.442
10089,IN-2021-83947,2021-01-01,2021-01-06,표준 등급,MG-17695,Maureen Gnade,일반 소비자,Toowoomba,Queensland,Australia,오세아니아,FUR-BO-10001746,가구,책장,"Dania 3-Shelf Cabinet, Pine",171.36,2,0.4,-17.16
10090,ID-2021-86173,2021-06-18,2021-06-24,표준 등급,CS-12490,Cindy Schnelling,기업,Rockhampton,Queensland,Australia,오세아니아,TEC-CO-10003813,기술,복사기,"Sharp Ink, Color",302.04,4,0.4,-151.08
10091,ID-2019-82610,2019-02-14,2019-02-14,당일,JL-15850,John Lucas,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,FUR-BO-10001558,가구,책장,"Safco 3-Shelf Cabinet, Pine",612.684,6,0.4,-296.136
10092,ID-2019-82610,2019-02-14,2019-02-14,당일,JL-15850,John Lucas,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,OFF-AR-10000283,사무용품,미술용품,"Stanley Highlighters, Blue",17.64,2,0.4,-2.94
10093,ID-2019-82610,2019-02-14,2019-02-14,당일,JL-15850,John Lucas,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,TEC-AC-10002145,기술,액세서리,"Belkin Memory Card, Programmable",69.786,1,0.4,-22.104
10094,ID-2019-82610,2019-02-14,2019-02-14,당일,JL-15850,John Lucas,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,OFF-AP-10000078,사무용품,가전 제품,"Breville Toaster, Silver",371.808,8,0.4,-216.912
10095,ID-2019-82610,2019-02-14,2019-02-14,당일,JL-15850,John Lucas,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,OFF-PA-10003320,사무용품,용지,"Green Bar Parchment Paper, Recycled",39.816,4,0.4,-19.944
10096,ID-2021-85949,2021-09-08,2021-09-10,2등급,BS-11380,Bill Stewart,기업,Dunedin,Otago,New Zealand,오세아니아,FUR-TA-10000355,가구,테이블,"Bevis Wood Table, with Bottom Storage",320.166,1,0.4,-170.784
10097,ID-2021-85949,2021-09-08,2021-09-10,2등급,BS-11380,Bill Stewart,기업,Dunedin,Otago,New Zealand,오세아니아,FUR-FU-10003336,가구,사무용 집기,"Eldon Door Stop, Erganomic",58.536,2,0.4,-15.624
10098,ID-2021-85949,2021-09-08,2021-09-10,2등급,BS-11380,Bill Stewart,기업,Dunedin,Otago,New Zealand,오세아니아,OFF-BI-10004193,사무용품,바인더,"Avery Index Tab, Clear",13.896,4,0.4,-5.184
10099,ID-2021-85949,2021-09-08,2021-09-10,2등급,BS-11380,Bill Stewart,기업,Dunedin,Otago,New Zealand,오세아니아,TEC-PH-10003078,기술,전화기,"Cisco Speaker Phone, with Caller ID",166.176,2,0.4,2.736
10100,ID-2021-85949,2021-09-08,2021-09-10,2등급,BS-11380,Bill Stewart,기업,Dunedin,Otago,New Zealand,오세아니아,OFF-EN-10002808,사무용품,봉투,"Cameo Business Envelopes, Set of 50",98.352,8,0.4,-21.408
10101,IN-2019-85193,2019-12-12,2019-12-16,표준 등급,CB-12535,Claudia Bergmann,기업,Timaru,Canterbury,New Zealand,오세아니아,TEC-MA-10002135,기술,사무기기,"Epson Printer, White",261.03,1,0,39.15
10102,IN-2019-85193,2019-12-12,2019-12-16,표준 등급,CB-12535,Claudia Bergmann,기업,Timaru,Canterbury,New Zealand,오세아니아,OFF-SU-10001124,사무용품,사무용품,"Acme Trimmer, High Speed",356.64,8,0,131.76
10103,IN-2019-85193,2019-12-12,2019-12-16,표준 등급,CB-12535,Claudia Bergmann,기업,Timaru,Canterbury,New Zealand,오세아니아,FUR-CH-10003508,가구,의자,"Novimex Swivel Stool, Set of Two",333.42,2,0,16.62
10104,IN-2019-86999,2019-04-24,2019-05-01,표준 등급,RF-19345,Randy Ferguson,기업,Rockhampton,Queensland,Australia,오세아니아,OFF-FA-10003587,사무용품,잠금장치,"Advantus Push Pins, Assorted Sizes",28.512,4,0.4,0.432
10105,IN-2020-82771,2020-09-20,2020-09-20,당일,KD-16495,Keith Dawkins,기업,Gawler,South Australia,Australia,오세아니아,OFF-BI-10002520,사무용품,바인더,"Cardinal Hole Reinforcements, Recycled",34.2,6,0,8.46
10106,IN-2020-82771,2020-09-20,2020-09-20,당일,KD-16495,Keith Dawkins,기업,Gawler,South Australia,Australia,오세아니아,OFF-EN-10000128,사무용품,봉투,"GlobeWeis Interoffice Envelope, Set of 50",191.28,4,0,28.68
10107,IN-2020-82771,2020-09-20,2020-09-20,당일,KD-16495,Keith Dawkins,기업,Gawler,South Australia,Australia,오세아니아,FUR-FU-10001144,가구,사무용 집기,"Rubbermaid Photo Frame, Erganomic",402.96,8,0,48.24
10108,IN-2020-80209,2020-01-20,2020-01-23,2등급,SF-20065,Sandra Flanagan,일반 소비자,Christchurch,Canterbury,New Zealand,오세아니아,TEC-AC-10001611,기술,액세서리,"Memorex Numeric Keypad, Bluetooth",272.52,6,0,76.14
10109,ID-2020-83730,2020-06-08,2020-06-12,표준 등급,TH-21100,Thea Hendricks,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,FUR-CH-10003948,가구,의자,"Harbour Creations Swivel Stool, Set of Two",218.844,2,0.4,-21.936
10110,IN-2018-83100,2018-09-30,2018-10-02,2등급,DK-13090,Dave Kipp,일반 소비자,Wellington,Wellington,New Zealand,오세아니아,OFF-EN-10002749,사무용품,봉투,"Kraft Mailers, with clear poly window",41.19,1,0,19.77
10111,IN-2020-81616,2020-08-28,2020-09-01,표준 등급,JM-15655,Jim Mitchum,기업,Echuca,Victoria,Australia,오세아니아,OFF-SU-10000272,사무용품,사무용품,"Stiletto Letter Opener, Easy Grip",72,4,0.4,1.2
10112,IN-2020-82519,2020-04-12,2020-04-18,표준 등급,CA-12775,Cynthia Arntzen,일반 소비자,Christchurch,Canterbury,New Zealand,오세아니아,FUR-BO-10002852,가구,책장,"Bush Stackable Bookrack, Pine",252.06,2,0,12.6
